"year","stat6","pounds"
2002,486033,981
2002,495700,22236
2002,495730,3155248
2002,495800,2598430
2002,495831,43523
2002,495832,1317569
2002,495901,16110
2002,495902,44468
2002,495931,1242
2002,495932,115368
2002,495933,46326
2002,495934,300715
2002,495935,3736
2002,495936,31466
2002,495938,44926
2002,496002,1533
2002,505630,303004
2002,505700,2756059
2002,505730,2647274
2002,505800,7639696
2002,505831,77103
2002,505832,1698195
2002,505901,792
2002,505902,340133
2002,505903,79286
2002,505904,7722
2002,505905,93
2002,505906,4240
2002,505907,6828
2002,505909,30793
2002,505932,59767
2002,515630,4185210
2002,515700,10700033
2002,515730,11201866
2002,515801,70458
2002,515802,2105652
2002,515831,54031
2002,515832,1095
2002,515833,71074
2002,515901,21456
2002,515902,380121
2002,515903,30943
2002,515904,8930
2002,515905,26013
2002,515906,7753
2002,515907,450628
2002,515908,53117
2002,515933,300
2002,515935,50041
2002,515936,425500
2002,515937,479173
2002,525600,537502
2002,525630,3740311
2002,525701,493956
2002,525702,10794690
2002,525703,408279
2002,525731,4423567
2002,525732,2403885
2002,525733,473503
2002,525801,12296
2002,525802,440839
2002,525803,62583
2002,525804,8354
2002,525805,8198554
2002,525806,167576
2002,525807,1215604
2002,525831,18
2002,525832,6479
2002,525833,45193
2002,525834,152994
2002,525835,49
2002,525836,256
2002,525901,5684
2002,525902,1062697
2002,525931,264253
2002,526002,462
2002,535500,5229
2002,535530,179377
2002,535601,20813
2002,535602,2291078
2002,535631,182998
2002,535632,5337119
2002,535633,155210
2002,535634,611822
2002,535701,48225
2002,535702,2715074
2002,535703,777802
2002,535704,66706
2002,535705,11134
2002,535706,233
2002,535731,87778
2002,535732,1412004
2002,535733,319117
2002,535734,373791
2002,535801,43529
2002,535802,789563
2002,535803,686319
2002,535831,39605
2002,535832,282503
2002,535906,4254
2002,535931,1333
2002,545530,24210449
2002,545601,91041
2002,545602,5847937
2002,545631,1387581
2002,545632,4140043
2002,545633,106308
2002,545701,1435743
2002,545702,28547
2002,545703,151253
2002,545704,522193
2002,545731,101894
2002,545732,2886105
2002,545733,2091639
2002,545734,4323080
2002,545802,182089
2002,545803,547284
2002,555430,280877
2002,555500,128525
2002,555531,287
2002,555532,969520
2002,555600,2354067
2002,555630,2498965
2002,555701,165656
2002,555731,572908
2002,555732,82874
2002,555733,184699
2002,565431,16936
2002,565501,181780
2002,565502,42556
2002,565533,1020
2002,565534,242308
2002,565603,333
2002,565604,39315
2002,565633,52005
2002,565634,6066
2002,565635,757
2002,565702,9313
2002,565704,3678
2002,575401,6817
2002,575431,5348
2002,575432,23595
2002,575433,537
2002,575501,668205
2002,575502,6742
2002,575531,2866
2002,575532,394
2002,575601,1733
2002,575604,4518
2002,575605,136
2002,575633,333
2002,575634,135
2002,575635,14222
2002,585400,36489
2002,585431,114380
2002,585432,1009
2002,585501,277852
2002,585502,61958
2002,585531,10152649
2002,585532,430464
2002,585601,91307
2002,585602,146
2002,585603,658753
2002,595400,939633
2002,595431,956002
2002,595432,476367
2002,595433,33905
2002,595434,268700
2002,595502,1121077
2002,595503,503570
2002,595504,184732
2002,595505,32628
2002,595506,9900
2002,595531,1286838
2002,595532,188097
2002,595533,713323
2002,605400,568983
2002,605431,4215318
2002,605432,1733931
2002,605501,189261
2002,605502,2823870
2002,605503,5691550
2002,605504,1157398
2002,605506,559682
2002,605507,3882812
2002,605531,8081710
2002,605532,118303
2002,615330,52384
2002,615400,3372182
2002,615431,281009
2002,615432,20913
2002,615503,75066
2002,615504,73053
2002,615506,4026
2002,615507,54537
2002,615508,6665758
2002,625330,18667
2002,625401,2885579
2002,625402,8301547
2002,625403,300
2002,625404,16650
2002,625431,132062
2002,625432,1181
2002,625434,308484
2002,625435,352803
2002,625437,636464
2002,625501,92523
2002,625502,237978
2002,625504,118876
2002,635330,283214
2002,635400,3132298
2002,635431,200
2002,635432,2031527
2002,635433,30189
2002,635434,2861650
2002,635435,284710
2002,635436,494258
2002,635501,2324715
2002,635502,209596
2002,635503,1277464
2002,645331,7932261
2002,645401,1013843
2002,645410,959862
2002,645432,1338
2002,645433,147131
2002,645435,218408
2002,645502,1282492
2003,230,592959
2003,232,79175
2003,240,4072124
2003,242,319762
2003,250,2931658
2003,260,2415847
2003,261,931764
2003,270,2735476
2003,271,319451
2003,280,1321802
2003,281,89690
2003,290,5777689
2003,300,3261113
2003,310,2150254
2003,320,2810452
2003,330,1772909
2003,340,717233
2003,350,391455
2003,445900,134264
2003,445931,188383
2003,445932,1646
2003,455900,1056498
2003,455930,164961
2003,456001,17600
2003,456004,102217
2003,456031,314
2003,465901,1172106
2003,465902,3
2003,465903,3
2003,465904,412901
2003,465931,3
2003,465932,38
2003,466001,8354
2003,466002,38
2003,466003,170004
2003,466004,354
2003,466005,102
2003,466031,469
2003,466032,577754
2003,466033,42371
2003,475730,11113
2003,475800,18325
2003,475830,167901
2003,475900,1898881
2003,475931,1034
2003,475932,9953
2003,475933,30923
2003,476003,554732
2003,476004,57823
2003,476005,2794
2003,476006,3364
2003,476007,2413
2003,476009,243
2003,476031,915
2003,476032,92918
2003,476033,35669
2003,476034,50269
2003,476035,43349
2003,476036,367
2003,485730,138073
2003,485800,1289695
2003,485831,1903226
2003,485832,31858
2003,485901,30164
2003,485931,5215
2003,485932,80588
2003,485934,4400
2003,485935,22410
2003,486001,918176
2003,486003,2
2003,486005,1287
2003,486031,5123
2003,486033,3174
2003,495700,220064
2003,495730,2264454
2003,495800,916374
2003,495831,111520
2003,495832,2103924
2003,495901,8274
2003,495902,39
2003,495931,9130
2003,495932,91674
2003,495934,64091
2003,495936,26658
2003,495938,79967
2003,496002,17157
2003,505700,6974303
2003,505730,4744118
2003,505800,21995168
2003,505831,205054
2003,505832,1272931
2003,505901,13102
2003,505902,190696
2003,505903,67728
2003,505905,1994
2003,505906,3411
2003,505907,20844
2003,505908,18374
2003,505909,3337
2003,505931,153
2003,505932,71
2003,515630,549873
2003,515700,10415542
2003,515730,8447678
2003,515801,495791
2003,515802,3805832
2003,515831,2267
2003,515833,6576
2003,515901,20938
2003,515902,125886
2003,515903,93997
2003,515904,3270
2003,515905,368458
2003,515906,84219
2003,515907,498736
2003,515908,79226
2003,515933,5
2003,515935,36533
2003,515936,237378
2003,515937,171632
2003,525600,96742
2003,525630,1854781
2003,525701,929360
2003,525702,16294609
2003,525703,2108033
2003,525731,5569027
2003,525732,4085750
2003,525733,1636837
2003,525801,60317
2003,525802,346989
2003,525803,418038
2003,525804,565
2003,525805,2560238
2003,525806,958843
2003,525807,1593712
2003,525831,585
2003,525832,176
2003,525833,149527
2003,525834,161738
2003,525836,22082
2003,525901,78400
2003,525902,488487
2003,525931,82882
2003,526002,24
2003,535500,420
2003,535530,156272
2003,535601,26695
2003,535602,1040682
2003,535631,190631
2003,535632,1588981
2003,535633,48437
2003,535634,384581
2003,535702,719617
2003,535703,178880
2003,535704,105541
2003,535705,42520
2003,535706,19692
2003,535731,418462
2003,535732,1654145
2003,535733,433038
2003,535734,284972
2003,535801,125797
2003,535802,2915994
2003,535803,1941780
2003,535831,15609
2003,535832,28217
2003,535834,594
2003,535905,993
2003,535906,243
2003,545530,13824847
2003,545601,1199
2003,545602,5173188
2003,545631,205573
2003,545632,3760058
2003,545633,74088
2003,545701,810853
2003,545702,55015
2003,545703,407728
2003,545704,38279
2003,545731,31685
2003,545732,17822579
2003,545733,1595379
2003,545734,4179492
2003,545801,3747
2003,545802,68815
2003,545803,287665
2003,545804,32296
2003,555430,9101
2003,555500,117047
2003,555531,972
2003,555532,739482
2003,555600,3233673
2003,555630,2445306
2003,555701,1313466
2003,555702,2435
2003,555732,4933
2003,555733,1803725
2003,565431,13239
2003,565501,135949
2003,565502,24642
2003,565532,186
2003,565533,3310
2003,565534,492834
2003,565603,452
2003,565604,119534
2003,565633,3182
2003,565634,6825
2003,565702,7183
2003,565704,519
2003,575403,39
2003,575432,51830
2003,575433,1280
2003,575501,7934
2003,575502,3508
2003,575532,95
2003,575603,2925
2003,575604,4258
2003,575605,7367
2003,575632,872
2003,575633,1648
2003,575634,191042
2003,575635,3453
2003,585400,15609
2003,585431,76427
2003,585502,49414
2003,585531,1713910
2003,585532,105125
2003,585601,1920732
2003,585603,75036
2003,595400,541355
2003,595431,939999
2003,595432,897481
2003,595433,31885
2003,595434,1072238
2003,595502,1467785
2003,595503,1464934
2003,595504,325036
2003,595505,119387
2003,595506,775
2003,595531,919580
2003,595532,282665
2003,595533,1310467
2003,605330,41481
2003,605400,548862
2003,605431,5737521
2003,605432,2132708
2003,605501,1558999
2003,605502,4895787
2003,605503,8988962
2003,605504,1656285
2003,605505,86274
2003,605506,463659
2003,605507,2266829
2003,605531,9456367
2003,605532,292708
2003,615330,36837
2003,615400,646165
2003,615431,118230
2003,615501,71499
2003,615504,3037
2003,615505,548
2003,615506,102324
2003,615507,4321
2003,615508,3837539
2003,625330,21194
2003,625401,1217998
2003,625402,4318052
2003,625403,74424
2003,625431,45634
2003,625432,16067
2003,625433,92711
2003,625434,101378
2003,625435,652104
2003,625437,1172204
2003,625438,7653
2003,625501,64438
2003,625502,584445
2003,635330,263279
2003,635400,1403043
2003,635431,27050
2003,635432,1399721
2003,635433,109571
2003,635434,4559909
2003,635435,657154
2003,635436,854621
2003,635501,151385
2003,635502,1263968
2003,635503,24269
2003,645331,3003198
2003,645401,1007727
2003,645403,81717
2003,645410,715661
2003,645412,13994
2003,645431,391540
2003,645432,22911
2003,645433,1269443
2003,645435,286097
2003,645502,1185243
2004,230,919445
2004,232,106302
2004,240,4394524
2004,242,403868
2004,250,3138821
2004,260,2644237
2004,261,1140208
2004,270,2909154
2004,271,380880
2004,280,1571563
2004,281,75494
2004,290,5238425
2004,300,3307039
2004,310,1682448
2004,320,2669629
2004,330,1549333
2004,340,555292
2004,350,361924
2004,445900,121616
2004,445931,224947
2004,445932,1913
2004,446001,93050
2004,455900,245268
2004,455930,39867
2004,456001,156264
2004,456004,191873
2004,456031,55
2004,465901,847311
2004,465904,195044
2004,465932,740
2004,465933,91
2004,466001,53021
2004,466002,924
2004,466003,1882
2004,466004,2014
2004,466005,3179
2004,466031,803
2004,466032,518557
2004,466033,271772
2004,475800,100196
2004,475830,169605
2004,475900,1897719
2004,475931,2186
2004,475932,7676
2004,475933,25849
2004,475934,708
2004,476001,43
2004,476002,407
2004,476003,416230
2004,476004,2769
2004,476005,7690
2004,476006,3145
2004,476007,6520
2004,476008,276
2004,476009,1785
2004,476031,1028
2004,476032,108576
2004,476033,17914
2004,476034,84910
2004,476035,1018
2004,485730,409078
2004,485800,1862770
2004,485831,2154485
2004,485832,27145
2004,485901,134903
2004,485902,4303
2004,485931,244
2004,485932,42532
2004,485935,75664
2004,486001,705886
2004,486005,2732
2004,486031,5271
2004,486032,318
2004,486033,1028
2004,486034,170
2004,495700,82158
2004,495730,3827915
2004,495800,2289764
2004,495831,98643
2004,495832,687372
2004,495901,6889
2004,495931,6373
2004,495932,71105
2004,495933,305
2004,495934,84
2004,495938,15744
2004,496002,339184
2004,505600,241474
2004,505700,3911691
2004,505730,5778374
2004,505800,21007019
2004,505831,56662
2004,505832,272260
2004,505901,3561
2004,505902,12450
2004,505903,36620
2004,505905,847
2004,505907,8753
2004,505908,215
2004,505932,400
2004,515630,706327
2004,515700,10510679
2004,515730,10595998
2004,515801,898101
2004,515802,2712033
2004,515831,1551
2004,515832,230
2004,515833,183
2004,515901,71091
2004,515902,636
2004,515903,294943
2004,515904,2763
2004,515905,353049
2004,515906,359653
2004,515907,480879
2004,515908,60947
2004,515931,1220
2004,515932,1217
2004,515933,1286
2004,515935,168020
2004,515936,451355
2004,515937,146212
2004,525600,330423
2004,525630,4011747
2004,525701,2203083
2004,525702,17296912
2004,525703,1002553
2004,525731,5653990
2004,525732,9203548
2004,525733,2612387
2004,525801,68437
2004,525802,101882
2004,525803,275306
2004,525804,357
2004,525805,6130320
2004,525806,1701920
2004,525807,2954939
2004,525832,380
2004,525833,60244
2004,525834,31309
2004,525836,1361
2004,525901,135997
2004,525902,330955
2004,525931,18355
2004,535530,247148
2004,535601,4285
2004,535602,318305
2004,535631,243542
2004,535632,3386014
2004,535633,145087
2004,535634,306604
2004,535635,106384
2004,535702,11694397
2004,535703,1111946
2004,535704,319041
2004,535705,161178
2004,535706,44466
2004,535707,30509
2004,535731,342792
2004,535732,646007
2004,535733,209149
2004,535734,206681
2004,535801,22545
2004,535802,2684621
2004,535803,1054231
2004,535831,26790
2004,535832,4597
2004,535833,4088
2004,535931,322
2004,545530,4980848
2004,545601,15817
2004,545602,2101030
2004,545631,3423879
2004,545632,7416020
2004,545633,97658
2004,545701,477475
2004,545702,419465
2004,545703,166817
2004,545704,75091
2004,545731,263349
2004,545732,14320274
2004,545733,947232
2004,545734,1730709
2004,545802,191223
2004,545803,189923
2004,555430,8
2004,555500,104354
2004,555531,339
2004,555532,483939
2004,555600,1404703
2004,555630,1606888
2004,555701,2727152
2004,555702,1772
2004,555731,50671
2004,555732,429256
2004,555733,9515193
2004,563158,1771
2004,565431,3984
2004,565501,127608
2004,565502,51521
2004,565533,719
2004,565534,85362
2004,565602,696
2004,565603,8044
2004,565604,43037
2004,565632,554
2004,565633,27825
2004,565634,4893
2004,565635,4807
2004,565702,2456
2004,565704,150
2004,575401,18581
2004,575432,146852
2004,575433,28999
2004,575501,24600
2004,575502,4834
2004,575601,402609
2004,575603,463318
2004,575604,2145
2004,575605,985
2004,575634,249238
2004,575635,793
2004,585431,57137
2004,585502,2220
2004,585531,2203104
2004,585532,774
2004,585601,1887394
2004,585603,443883
2004,595400,864293
2004,595431,347785
2004,595432,2000790
2004,595433,257564
2004,595434,742310
2004,595502,902583
2004,595503,817087
2004,595504,18852
2004,595505,292
2004,595531,1388859
2004,595532,107309
2004,595533,1047062
2004,605330,12925
2004,605400,684936
2004,605431,4089261
2004,605432,2166819
2004,605501,896813
2004,605502,1244284
2004,605503,6867770
2004,605504,1500251
2004,605505,62703
2004,605506,454170
2004,605507,7432434
2004,605531,17456934
2004,605532,393087
2004,605533,57680
2004,615330,11429
2004,615400,1330337
2004,615431,31654
2004,615432,831
2004,615501,3554
2004,615502,22717
2004,615503,20355
2004,615504,22042
2004,615505,36933
2004,615506,734948
2004,615507,121951
2004,615508,6736332
2004,625330,100167
2004,625401,3580680
2004,625402,3071467
2004,625403,117699
2004,625404,181716
2004,625431,74901
2004,625433,268439
2004,625435,525761
2004,625437,778740
2004,625438,30452
2004,625501,28030
2004,625502,155859
2004,625504,2464
2004,635330,1339737
2004,635400,2712955
2004,635431,16338
2004,635432,698454
2004,635433,147231
2004,635434,4762788
2004,635435,479689
2004,635436,866890
2004,635501,387424
2004,635502,186250
2004,645331,6938151
2004,645401,1616332
2004,645410,1340178
2004,645412,4152
2004,645431,204507
2004,645432,420224
2004,645433,2516188
2004,645435,63305
2004,645502,978528
2005,445900,178102
2005,445931,197826
2005,445932,1013
2005,455900,276908
2005,455930,7964
2005,456001,449749
2005,456002,85665
2005,456031,210
2005,465901,4718017
2005,465903,40
2005,465904,134259
2005,465932,1367
2005,465933,2710
2005,466001,4904
2005,466002,735
2005,466003,928
2005,466004,166
2005,466031,1004
2005,466032,494369
2005,466033,19328
2005,475800,61219
2005,475830,150438
2005,475900,2022266
2005,475931,9824
2005,475932,9871
2005,475933,15063
2005,476002,912
2005,476003,105402
2005,476004,1791
2005,476005,2823
2005,476006,5812
2005,476007,16186
2005,476008,7
2005,476009,139
2005,476031,23462
2005,476032,121748
2005,476033,22499
2005,476034,46692
2005,476035,314937
2005,476036,145
2005,485700,4541
2005,485730,42172
2005,485800,981176
2005,485831,1731044
2005,485832,57579
2005,485901,162315
2005,485931,6750
2005,485932,14027
2005,485934,22
2005,485935,32709
2005,486001,695170
2005,486003,628
2005,486005,932
2005,486031,5957
2005,486033,6028
2005,495700,60371
2005,495730,3264423
2005,495800,1321170
2005,495831,152535
2005,495832,963282
2005,495901,55821
2005,495902,205
2005,495931,9551
2005,495932,60858
2005,495933,806
2005,495934,707
2005,495936,715
2005,495938,8880
2005,495939,49
2005,496002,14803
2005,505600,27914
2005,505630,26999
2005,505700,1805860
2005,505730,6853479
2005,505800,19829037
2005,505831,29869
2005,505832,84779
2005,505901,1959
2005,505902,480
2005,505903,33151
2005,505904,649
2005,505905,417
2005,505906,7293
2005,505907,14026
2005,505909,488
2005,505931,5313
2005,505932,35895
2005,515600,38146
2005,515630,319112
2005,515700,6767612
2005,515730,12620457
2005,515801,242187
2005,515802,5447476
2005,515831,1257
2005,515832,1265
2005,515833,478
2005,515901,2658
2005,515902,605
2005,515903,176112
2005,515904,1709
2005,515905,258523
2005,515906,363551
2005,515907,423283
2005,515908,177079
2005,515933,254
2005,515935,55626
2005,515936,567881
2005,515937,397606
2005,525600,305020
2005,525630,3838879
2005,525701,2169645
2005,525702,19948472
2005,525703,4183558
2005,525731,8288417
2005,525732,7763787
2005,525733,1744026
2005,525801,195210
2005,525802,199011
2005,525803,196250
2005,525804,8332
2005,525805,5205366
2005,525806,1199314
2005,525807,3642957
2005,525831,12456
2005,525832,11187
2005,525833,278823
2005,525834,54642
2005,525836,382
2005,525837,9136
2005,525902,228178
2005,525931,75090
2005,535530,337890
2005,535601,13505
2005,535602,442973
2005,535631,867847
2005,535632,1771949
2005,535633,371218
2005,535634,539805
2005,535635,623
2005,535701,10928
2005,535702,953975
2005,535703,252283
2005,535704,107552
2005,535705,160108
2005,535706,959046
2005,535707,64605
2005,535731,596994
2005,535732,5716747
2005,535733,109155
2005,535734,987991
2005,535801,89
2005,535802,5872938
2005,535803,2351936
2005,535831,5786
2005,535901,511
2005,545530,19210453
2005,545601,60271
2005,545602,774675
2005,545631,1241590
2005,545632,1984387
2005,545633,1564
2005,545701,220901
2005,545702,112493
2005,545703,4056
2005,545732,23787883
2005,545733,578716
2005,545734,1804134
2005,545803,20342
2005,555430,122882
2005,555500,168377
2005,555532,1785121
2005,555600,2539270
2005,555630,781481
2005,555701,8454722
2005,555702,47
2005,555732,3183
2005,555733,6305910
2005,565501,97540
2005,565502,49767
2005,565531,3
2005,565533,440251
2005,565534,120
2005,565603,715
2005,565604,4253
2005,565632,146709
2005,565633,46362
2005,565634,2951
2005,565635,8742
2005,565702,646
2005,565703,991
2005,565704,7059
2005,575401,6407
2005,575402,1560
2005,575432,294414
2005,575433,28028
2005,575500,135190
2005,575501,1906
2005,575502,233
2005,575530,279101
2005,575531,141
2005,575601,132975
2005,575603,205537
2005,575604,707
2005,575605,973
2005,575634,468167
2005,575635,914781
2005,585400,5085
2005,585431,99805
2005,585432,9235
2005,585531,1368609
2005,585532,3143
2005,585601,1414207
2005,585603,909682
2005,595400,639144
2005,595431,183270
2005,595432,97572
2005,595433,111466
2005,595434,27389
2005,595502,773967
2005,595503,565957
2005,595504,45383
2005,595505,236
2005,595531,1195939
2005,595532,446573
2005,595533,1584861
2005,605400,533807
2005,605431,7999591
2005,605432,894795
2005,605501,2006274
2005,605502,2656481
2005,605503,15417861
2005,605504,3031810
2005,605505,40758
2005,605506,44772
2005,605507,2208663
2005,605531,20898042
2005,605532,396682
2005,615400,1577895
2005,615431,9
2005,615502,3484
2005,615506,23430
2005,615507,132114
2005,615508,5750580
2005,615531,102874
2005,625330,82623
2005,625401,4249521
2005,625402,5921121
2005,625403,98690
2005,625431,87744
2005,625432,1519
2005,625433,262728
2005,625434,133157
2005,625435,661387
2005,625437,1369654
2005,625501,88557
2005,625502,323986
2005,635330,806873
2005,635400,3518837
2005,635432,592615
2005,635434,3410057
2005,635435,160374
2005,635436,775524
2005,635501,550333
2005,635502,608918
2005,645331,6277170
2005,645401,367446
2005,645410,567962
2005,645412,39776
2005,645433,2075685
2005,645435,176156
2005,645502,707212
2006,445900,86547
2006,445931,117916
2006,445932,443
2006,455900,637182
2006,455930,366
2006,456001,25048
2006,456002,1
2006,456031,157
2006,456032,33
2006,465830,11059
2006,465901,4501290
2006,465902,830
2006,465903,956
2006,465904,256372
2006,465931,1345
2006,465933,303982
2006,466001,40228
2006,466002,356
2006,466003,4133
2006,466004,545
2006,466005,1289
2006,466031,3337
2006,466032,1452096
2006,466033,1689
2006,475730,35259
2006,475800,53858
2006,475830,67616
2006,475900,1395382
2006,475931,10610
2006,475932,10225
2006,475933,7718
2006,476003,119599
2006,476004,2610
2006,476005,289817
2006,476006,6761
2006,476007,1060541
2006,476008,36
2006,476031,2182
2006,476032,90325
2006,476033,37904
2006,476034,40383
2006,476035,2661
2006,476036,566
2006,485700,54462
2006,485730,64148
2006,485800,1007710
2006,485831,1801228
2006,485832,23744
2006,485901,46851
2006,485931,946
2006,485932,18050
2006,485935,291
2006,486001,636695
2006,486005,706
2006,486031,4460
2006,486033,543
2006,486034,111
2006,495700,21506
2006,495730,2632821
2006,495800,985338
2006,495831,112971
2006,495832,768775
2006,495901,28094
2006,495902,9272
2006,495931,32112
2006,495932,46017
2006,495933,19580
2006,495934,15571
2006,495935,1701
2006,495936,7245
2006,495937,95
2006,495938,29063
2006,496002,6740
2006,505700,3468667
2006,505730,4196384
2006,505800,12369786
2006,505831,50527
2006,505832,112549
2006,505902,435672
2006,505903,51892
2006,505904,732
2006,505905,1170
2006,505906,9
2006,505907,834
2006,505909,544
2006,505932,1433
2006,505933,877
2006,515630,740557
2006,515700,12937279
2006,515730,13837485
2006,515801,17024
2006,515802,3016714
2006,515831,1191
2006,515832,1356
2006,515833,119314
2006,515901,3511
2006,515902,77900
2006,515903,29357
2006,515904,221324
2006,515905,511004
2006,515906,191999
2006,515907,399446
2006,515908,195741
2006,515934,3738
2006,515935,72271
2006,515936,314692
2006,515937,243263
2006,516001,2436
2006,525600,365313
2006,525630,7781773
2006,525701,3021497
2006,525702,27222879
2006,525703,3514755
2006,525731,5384340
2006,525732,3141972
2006,525733,858415
2006,525801,17327
2006,525802,163019
2006,525803,91519
2006,525804,1847
2006,525805,5932133
2006,525806,757339
2006,525807,2374360
2006,525832,7709
2006,525833,180856
2006,525834,98278
2006,525836,106
2006,525902,748774
2006,525931,95766
2006,525932,3654
2006,535500,1903
2006,535530,86601
2006,535601,3161
2006,535602,2803891
2006,535631,642465
2006,535632,3578816
2006,535633,94755
2006,535634,663114
2006,535635,99592
2006,535701,8394
2006,535702,3692270
2006,535703,1697268
2006,535704,292977
2006,535705,67604
2006,535706,354311
2006,535707,5564
2006,535731,365032
2006,535732,3512958
2006,535733,1964644
2006,535734,411616
2006,535801,171083
2006,535802,2320986
2006,535803,2153901
2006,535831,10222
2006,535832,152837
2006,535833,45
2006,535905,364
2006,545530,13977752
2006,545602,3782247
2006,545631,569930
2006,545632,2988086
2006,545633,215356
2006,545701,266271
2006,545702,1243726
2006,545703,114076
2006,545704,119421
2006,545731,59407
2006,545732,27053927
2006,545733,857780
2006,545734,2234737
2006,545802,66110
2006,545803,353927
2006,545804,23533
2006,555500,119218
2006,555531,547
2006,555532,1067268
2006,555600,2960827
2006,555630,1732832
2006,555701,5966876
2006,555702,225155
2006,555731,30109
2006,555732,269431
2006,555733,5120914
2006,565431,447945
2006,565501,77748
2006,565502,69970
2006,565533,11586
2006,565534,814736
2006,565603,2
2006,565632,46108
2006,565633,788381
2006,565634,8010
2006,565635,2113
2006,565702,553
2006,565703,179123
2006,565704,1848
2006,575432,67851
2006,575433,6950
2006,575501,2401
2006,575502,6642
2006,575531,436824
2006,575532,437705
2006,575601,327091
2006,575603,183329
2006,575604,3085
2006,575605,8356
2006,575634,230253
2006,575635,587268
2006,585400,1919
2006,585431,138951
2006,585432,1205
2006,585501,50195
2006,585502,373482
2006,585531,1004449
2006,585532,397390
2006,585601,534416
2006,585602,140
2006,585603,784394
2006,595400,916847
2006,595431,74990
2006,595433,50223
2006,595502,209250
2006,595503,24171
2006,595504,778547
2006,595505,105344
2006,595531,109614
2006,595532,89337
2006,595533,1632047
2006,605400,618797
2006,605431,612634
2006,605432,397375
2006,605501,678446
2006,605502,1530842
2006,605503,3032612
2006,605504,926823
2006,605505,641
2006,605506,286346
2006,605507,1689365
2006,605531,25065420
2006,605532,88198
2006,605533,20072
2006,615330,8748
2006,615400,1083004
2006,615431,43493
2006,615501,20907
2006,615502,512274
2006,615505,68224
2006,615506,186097
2006,615507,43034
2006,615508,5757218
2006,625330,12614
2006,625401,10422869
2006,625402,4147020
2006,625404,157521
2006,625431,385327
2006,625432,16530
2006,625433,21
2006,625434,932892
2006,625435,572071
2006,625437,282344
2006,625501,72505
2006,625502,60784
2006,625504,8519
2006,635330,696040
2006,635400,962009
2006,635431,277460
2006,635432,2021105
2006,635433,15875
2006,635434,3442655
2006,635435,49535
2006,635436,681941
2006,635501,395918
2006,635502,188872
2006,635503,170903
2006,645331,5644360
2006,645401,333636
2006,645403,253046
2006,645410,598548
2006,645431,386947
2006,645432,849011
2006,645433,997013
2006,645435,70575
2006,645502,324776
2007,445900,93354
2007,445931,126359
2007,445932,1165
2007,455900,301250
2007,455930,2819
2007,456001,72840
2007,456004,12522
2007,456031,14252
2007,456032,46
2007,465901,1069447
2007,465902,859
2007,465904,235793
2007,465933,296
2007,466001,11722
2007,466002,731
2007,466003,4232
2007,466004,1165
2007,466005,7388
2007,466031,14211
2007,466032,1685983
2007,466033,542403
2007,475730,12946
2007,475800,6420
2007,475830,301278
2007,475900,1600044
2007,475931,28658
2007,475932,10581
2007,475933,22945
2007,475934,135
2007,476002,10000
2007,476003,35483
2007,476004,3069
2007,476005,19328
2007,476006,6571
2007,476007,1026
2007,476009,529
2007,476031,7888
2007,476032,85768
2007,476033,6945
2007,476034,86192
2007,476035,12142
2007,476036,17
2007,485700,29052
2007,485730,258595
2007,485800,1489373
2007,485831,2454330
2007,485832,19629
2007,485901,105048
2007,485931,3874
2007,485932,9026
2007,485934,1
2007,485935,150353
2007,486001,132077
2007,486003,610
2007,486005,4406
2007,486031,7908
2007,486033,1249
2007,495700,36115
2007,495730,2002379
2007,495800,1535425
2007,495831,438584
2007,495832,600986
2007,495901,8471
2007,495931,24301
2007,495932,98579
2007,495933,60
2007,495934,125631
2007,495935,12149
2007,495936,41789
2007,495938,62643
2007,496001,2483
2007,496002,33679
2007,505600,110873
2007,505630,152
2007,505700,2558535
2007,505730,6451913
2007,505800,16191191
2007,505831,40624
2007,505832,1205573
2007,505901,667
2007,505902,117813
2007,505903,44827
2007,505904,308
2007,505906,1784
2007,505907,583
2007,505908,170
2007,505909,3290
2007,505931,41101
2007,505932,18119
2007,505933,404
2007,505934,1079
2007,515630,580231
2007,515700,10858581
2007,515730,14184949
2007,515801,58902
2007,515802,3683917
2007,515831,577194
2007,515833,1147831
2007,515901,14351
2007,515902,218078
2007,515903,197871
2007,515904,38908
2007,515905,498016
2007,515906,124106
2007,515907,334015
2007,515908,91036
2007,515931,82
2007,515932,548
2007,515935,9746
2007,515936,265805
2007,515937,226532
2007,525600,745118
2007,525630,7146228
2007,525701,1355682
2007,525702,14605006
2007,525703,968922
2007,525731,5256241
2007,525732,6456572
2007,525733,1083982
2007,525801,121937
2007,525802,297635
2007,525803,477652
2007,525804,81110
2007,525805,3120130
2007,525806,704349
2007,525807,2642448
2007,525832,1577
2007,525833,1052909
2007,525834,351427
2007,525836,823
2007,525902,1642549
2007,525931,77920
2007,535530,388782
2007,535601,882
2007,535602,3442678
2007,535631,646013
2007,535632,5942120
2007,535633,195543
2007,535634,319249
2007,535635,195292
2007,535701,8493
2007,535702,3490332
2007,535703,1805813
2007,535704,51008
2007,535705,139930
2007,535706,3414
2007,535707,196
2007,535731,197002
2007,535732,3042071
2007,535733,400488
2007,535734,1529672
2007,535801,265072
2007,535802,4716683
2007,535803,1107362
2007,535831,41920
2007,535832,101033
2007,535901,6922
2007,535931,970
2007,545500,61112
2007,545530,12857972
2007,545601,25950
2007,545602,7143469
2007,545631,883668
