"MASTER_ID","LONGITUDE","LATITUDE","LonUTMAlbers","LatUTMAlbers","WATER","SRTM_M","NGDC24_M","Area"
97660,-146.81915,59.53058,179.312257783449,6078.91827122661,1,-105,-107,"1"
98025,-146.21607,59.51417,213.378126012916,6078.80115444656,1,-81,-76,"1"
97661,-146.78388,59.52865,181.308849865589,6078.79430981975,1,-101,-112,"1"
98026,-146.18086,59.51207,215.374636858207,6078.67650789395,1,-98,-93,"1"
97662,-146.74862,59.5267,183.305434995995,6078.67030804007,1,-109,-116,"1"
98027,-146.14566,59.50997,217.371140396686,6078.55182084939,1,-117,-110,"1"
97663,-146.71337,59.52475,185.302013154542,6078.54626587977,1,-104,-116,"1"
98028,-146.11045,59.50785,219.367636608864,6078.42709330442,1,-133,-133,"1"
97664,-146.67811,59.52279,187.298584321135,6078.42218333101,1,-109,-114,"1"
97665,-146.64287,59.52081,189.295148475737,6078.29806038592,1,-112,-119,"1"
97666,-146.60762,59.51883,191.291705598341,6078.17389703659,1,-115,-116,"1"
97667,-146.57238,59.51684,193.288255668981,6078.04969327503,1,-107,-113,"1"
97668,-146.53715,59.51484,195.284798667739,6077.9254490933,1,-87,-104,"1"
97669,-146.50191,59.51283,197.281334574729,6077.80116448334,1,-64,-79,"1"
97670,-146.46669,59.51081,199.27786337012,6077.6768394371,1,-47,-54,"1"
97671,-146.43146,59.50878,201.274385034111,6077.55247394647,1,-64,-68,"1"
97672,-146.39625,59.50674,203.270899546942,6077.42806800333,1,-53,-62,"1"
97305,-146.82297,59.5128,179.188183429766,6076.92254340053,1,-103,-111,"1"
97306,-146.78773,59.51087,181.184735617787,6076.79858004993,1,-95,-104,"1"
97678,-146.18503,59.49431,215.249835348798,6076.68078238158,1,-77,-70,"1"
97307,-146.75249,59.50892,183.181280871235,6076.67457630744,1,-98,-102,"1"
97679,-146.14984,59.4922,217.246299253997,6076.55609304004,1,-101,-98,"1"
97308,-146.71725,59.50697,185.177819170063,6076.5505321653,1,-91,-102,"1"
97680,-146.11465,59.49009,219.242755851539,6076.43136317963,1,-109,-114,"1"
97309,-146.68201,59.50501,187.174350494267,6076.42644761568,1,-96,-100,"1"
97681,-146.07947,59.48797,221.239205122058,6076.3065927919,1,-122,-121,"1"
